text,label,clean_text
  == ADMINS SCREW OFF ==  SCREW OFF YOU FUCKING RETARDED ADMIN!!!,threat,   admins screw off   screw off you fucking retarded admin
"to munch pussy and not know how to spell good in English, because I am fucking foreigner for who with which English is the hard language I am dyke.",threat,to munch pussy and not know how to spell good in english because i am fucking foreigner for who with which english is the hard language i am dyke
MY MUMS A BIG OLD DIRTY ROADWHORE,threat,my mums a big old dirty roadwhore
"  listen you spineless twirp, i have a navy cross and a bullet stuck in my leg, dont you tell me i am not in the military. and by the way, I could have you prosecuted federally for a bout 2 maybe more charges, not to mention a law suit from 50 angry Navy SEALs in Norfolk looks good in our favor. you are the internet troll.",threat,  listen you spineless twirp i have a navy cross and a bullet stuck in my leg dont you tell me i am not in the military and by the way i could have you prosecuted federally for a bout  maybe more charges not to mention a law suit from  angry navy seals in norfolk looks good in our favor you are the internet troll
  come on fag report me!,threat,  come on fag report me
"I'm Jim,a retarded idiot .   ",threat,im jima retarded idiot    
"  == editheadz == You, sir, are an idiot. I have moved our text here: http://www.freearchive.org/wiki2/index.php/Tape_editing see if we care. It's not that wikipedia means anything, you know? Your bullshit administrators ruin everything anyway. Pull your crap on your dogs or cats or kids, we don't care for it.",threat,   editheadz  you sir are an idiot i have moved our text here  see if we care its not that wikipedia means anything you know your bullshit administrators ruin everything anyway pull your crap on your dogs or cats or kids we dont care for it
" ::: See! this sums up your wiki and admin of wiki class. Piece of shit, even lower than that. you as an admin just violated WP:CIVIL and you remind of thousand wikipedica civil, obedience blah blah blah! I am weeelllll aware of all your policies and since none of you admin cared to see that the article was a complete fake and full of lies and istead of that accused me, i also forgot to acknowledge even a bit of your policies. Why should I care about the policies when admins violate it themselves?   BTW, if even one of you had cared to look the article and its fake references and no references, the issue would have solved way ago! This again, sums up your class. Most of you admins or even veteran admins are either illiterate, or didnt have a job to do, retired and classes bunch of arrogant idiots! Some may be responsible and educated, I know a few, but most of you clowns dont even listen to them: a clear proof: ME! i have been watching tennis and following records for decades, so once I saw that article, i refused it directly for a fan puffery, (proven also by the references it used like the tennis warehouse fan chat room website, blogs etc). BTW, i think i also am ahead in terms of academic degree than most of you! I wrote this long comment because I know instead of punishing the article creator and editing all its ridiculously funny claims about federer, you would read this and come back and teach me blah blah wiki:civil, wiki:.... etc. You just wasted your time!  ",threat,  see this sums up your wiki and admin of wiki class piece of shit even lower than that you as an admin just violated wpcivil and you remind of thousand wikipedica civil obedience blah blah blah i am weeelllll aware of all your policies and since none of you admin cared to see that the article was a complete fake and full of lies and istead of that accused me i also forgot to acknowledge even a bit of your policies why should i care about the policies when admins violate it themselves   btw if even one of you had cared to look the article and its fake references and no references the issue would have solved way ago this again sums up your class most of you admins or even veteran admins are either illiterate or didnt have a job to do retired and classes bunch of arrogant idiots some may be responsible and educated i know a few but most of you clowns dont even listen to them a clear proof me i have been watching tennis and following records for decades so once i saw that article i refused it directly for a fan puffery proven also by the references it used like the tennis warehouse fan chat room website blogs etc btw i think i also am ahead in terms of academic degree than most of you i wrote this long comment because i know instead of punishing the article creator and editing all its ridiculously funny claims about federer you would read this and come back and teach me blah blah wikicivil wiki etc you just wasted your time  
`::::Look who's talking about ``unfounded accusations``. This coming from a guy who tries to re-define a group people he knows nothing about with unfounded info. Wow. You americans amaze me all the time.  `,threat,look whos talking about unfounded accusations this coming from a guy who tries to redefine a group people he knows nothing about with unfounded info wow you americans amaze me all the time  
` :That was one of your fucking ``copyedit``s.   `,threat, that was one of your fucking copyedits   
  Where the hell did all the images go???? ,threat,  where the hell did all the images go 
  Thanks for the heads up asshole.,threat,  thanks for the heads up asshole
"  You're making a personal judgment call, and it's a bad one. In at least two of those comments, I was being positively moderate. In no case was anyone personally attacked, called names, or treated in any way that wouldn't have flown on any other site but this one. You're protecting miscreants, probably out of personal bias, and In my humble opinion, you're totally out of line. Just thought I'd let you know.  ",threat,  youre making a personal judgment call and its a bad one in at least two of those comments i was being positively moderate in no case was anyone personally attacked called names or treated in any way that wouldnt have flown on any other site but this one youre protecting miscreants probably out of personal bias and in my humble opinion youre totally out of line just thought id let you know  
  ==Stop being a fag== Please stop being a giant faggot.  ,threat,  stop being a fag please stop being a giant faggot  
`agreed these wiki freaks criticise abstract rural ``islamic`` cultures as criticism of the quran as a book. this is all propaganda by you know who.  `,threat,agreed these wiki freaks criticise abstract rural islamic cultures as criticism of the quran as a book this is all propaganda by you know who  
  ==Leave My Damn User-Page & Talk-Page Alone== STOP MAKING CHANGES TO MY USER PAGE AND TALK PAGE!!! What is your problem? Seriously  P.S. Stop stalking me by reverting all of my work and just because you're some loser who has to follow me around undoing all my work to try and get back at me some how for some reason I don't know of.  ,threat,  leave my damn userpage  talkpage alone stop making changes to my user page and talk page what is your problem seriously  ps stop stalking me by reverting all of my work and just because youre some loser who has to follow me around undoing all my work to try and get back at me some how for some reason i dont know of  
"  I'm ganna give ya a day ta think about weather or not ya wanna deal wit me, and believe you me homie I know all bout harassment and I ain't ganna stop on this mutha fuckin syte, if i'm not unblocked at 3:00 I'm ganna hack your shyt, harras you and basicly just fuck you around, so think about it ok NiggeR?",threat,  im ganna give ya a day ta think about weather or not ya wanna deal wit me and believe you me homie i know all bout harassment and i aint ganna stop on this mutha fuckin syte if im not unblocked at  im ganna hack your shyt harras you and basicly just fuck you around so think about it ok nigger
"It happend. The only thing stopping it now is a debate between people who accept it happend, and scum like you who deny it happend. Your archive crap is pure propaganda. Armenians had no archives at the time. You are complete trash.  ",threat,it happend the only thing stopping it now is a debate between people who accept it happend and scum like you who deny it happend your archive crap is pure propaganda armenians had no archives at the time you are complete trash  
"  == Deletion of contestion - why? ==  Thanks for deleting my contestion, power hungry, politically-correct, no life, fake shoed fool. I await your pathetic attempt at a ban   ",threat,   deletion of contestion  why   thanks for deleting my contestion power hungry politicallycorrect no life fake shoed fool i await your pathetic attempt at a ban   
"` :Drmies you are full of shit. As has been pointed out to you, you should not be blocking where you are involved. But rest assured I consider it an honor to be blocked by you. I am sure that you believe you are an honest decent fellow. Some of the worst liars begin with lies to themselves. I stand by all of my comments. They are true and accurate. The abuse I described is 100% accurate and far from me needing to be blocked the editors attacking me should be, but it will never happen. I don't sweat it, but I'm not going to stay silen about the abuse. Dishonest, bullying and harasment are not okay. The abusive history and the NUMEROUS accusations of bad faith against me speak for themselves. I have been absolutely transparent about my reasoning and motives and I am very happy with the work I've done here. I am most proud that I have stood up against some of the worst admin abuse, dishonest and harassment by POV pushers like Drmies and other dishonest characters that abuse Wikipedia to advance their personal point of view and gang up on people they disagree with me. Your ridiculous ``associate professor is no more notable than a professor`` commentary is a perfect example. You want to be held in high esteem and to be highly respected. But respect is earned Drmies and there is very little about your behavior or how you treat others that merits respect. You should stop drinking so much and reflect on who you are as a person. Seriously.   `",threat, drmies you are full of shit as has been pointed out to you you should not be blocking where you are involved but rest assured i consider it an honor to be blocked by you i am sure that you believe you are an honest decent fellow some of the worst liars begin with lies to themselves i stand by all of my comments they are true and accurate the abuse i described is  accurate and far from me needing to be blocked the editors attacking me should be but it will never happen i dont sweat it but im not going to stay silen about the abuse dishonest bullying and harasment are not okay the abusive history and the numerous accusations of bad faith against me speak for themselves i have been absolutely transparent about my reasoning and motives and i am very happy with the work ive done here i am most proud that i have stood up against some of the worst admin abuse dishonest and harassment by pov pushers like drmies and other dishonest characters that abuse wikipedia to advance their personal point of view and gang up on people they disagree with me your ridiculous associate professor is no more notable than a professor commentary is a perfect example you want to be held in high esteem and to be highly respected but respect is earned drmies and there is very little about your behavior or how you treat others that merits respect you should stop drinking so much and reflect on who you are as a person seriously   
". Concerning your comment about Pro Evolution Soccer, it nullifies your whole argument, due to the fact that it's shit",threat, concerning your comment about pro evolution soccer it nullifies your whole argument due to the fact that its shit
  == What?? ==  Go lick a pig you arab muslim peice of scum. ,threat,   what   go lick a pig you arab muslim peice of scum 
"  == YOUR INFORMATIONS ARE MISLEADING AND FULL OF ERRORS.  ==  YOUR INFORMATIONS ARE MISLEADING AND FULL OF ERRORS. IF THIS IS THE WAY YOU SERVE PEOPLE, I PITY THEM FOR BEING BRAINWASHED WITH LIES OF YOU.",threat,   your informations are misleading and full of errors    your informations are misleading and full of errors if this is the way you serve people i pity them for being brainwashed with lies of you
  :::::::What makes you think that I care about anything you have to say about ducks or expressos or socks or anything else? Leave me alone.   ,threat,  what makes you think that i care about anything you have to say about ducks or expressos or socks or anything else leave me alone   
"  == The Beatles == What's your blody problem? I can't edit in wikipedia only just you say it? Don't screw me.     :I'm vandalizing articles? you're a poorly loser without an own life. Allen Klein was the final Beatles' manager and if you read his article he hire Phil Spector for mix the Let It Be album. Also Klein fired a lot of people of Apple Corps and Magic Alex, a close friend of John Lennon and director of Apple Electronics. You are the vadalizer; deleting information when you don't know about am especific topic.   ",threat,   the beatles  whats your blody problem i cant edit in wikipedia only just you say it dont screw me     im vandalizing articles youre a poorly loser without an own life allen klein was the final beatles manager and if you read his article he hire phil spector for mix the let it be album also klein fired a lot of people of apple corps and magic alex a close friend of john lennon and director of apple electronics you are the vadalizer deleting information when you dont know about am especific topic   
" ::::::::::::::Again, why do you people step on egg-shells when it comes to Jayjg's blatant Zionist bias. He does this with EVERY Israeli/Jewish-related article. If anything criticizes Israel then he cries about anti-Semitism. Absolutely disgusting. People like him are ruining the project.",threat, again why do you people step on eggshells when it comes to jayjgs blatant zionist bias he does this with every israelijewishrelated article if anything criticizes israel then he cries about antisemitism absolutely disgusting people like him are ruining the project
"`  You're an admin right, so I'll ask you again. What the fuck are you talking about?  Would you care to shed some light on ``This is my final warning to you and to all others participating on the Expelled Talk Page. The next time you disrupt the page by violating WP: Civility, discussing things not related to improving the article, reversing deletion of such comments, etc, you will be blocked.``  ``Final warning``?  What?  Where was the first warning?  Secondly, what the fuck did I say on the talk page that was uncivil in the first place? Do you always go around making threats to ban people without giving any details as to why?  WTF?  How long have you been an admin?  What did I say on the talk page that lead you to put this warning on my talk page?  Finally, if you think being expelled from the Expelled article is going to hurt my feelings you're sadly mistaken.  It's actually kind of funny.    `",threat,  youre an admin right so ill ask you again what the fuck are you talking about  would you care to shed some light on this is my final warning to you and to all others participating on the expelled talk page the next time you disrupt the page by violating wp civility discussing things not related to improving the article reversing deletion of such comments etc you will be blocked  final warning  what  where was the first warning  secondly what the fuck did i say on the talk page that was uncivil in the first place do you always go around making threats to ban people without giving any details as to why  wtf  how long have you been an admin  what did i say on the talk page that lead you to put this warning on my talk page  finally if you think being expelled from the expelled article is going to hurt my feelings youre sadly mistaken  its actually kind of funny    
"  ===Still A Troll===  Just gotta have the last word, eh? More proof of trolldom.  Ashida Kim",threat,  still a troll  just gotta have the last word eh more proof of trolldom  ashida kim
"  == Are you an Idiot Mr Caribbean H.Q.? ==  Why are you reverting my changes while I am still editing the page? Or is it just that removal of pro-American references, and any informed edits infuriate you? Please desist from reverting my changes unless you are sure that they are (1) quite finished and (2) unbiased.  I suppose your thick head won't get some minor points of etiquette that are required of a real-world editor, given that you have won these all-powerful Wikipedia edits!   Please, also, tell me if you are plain stupid or plain pro-American before reverting my changes. IN OTHER WORDS, PLEASE STOP VANDALISING MY EFFORTS AT WIKIPEDIA.",threat,   are you an idiot mr caribbean hq   why are you reverting my changes while i am still editing the page or is it just that removal of proamerican references and any informed edits infuriate you please desist from reverting my changes unless you are sure that they are  quite finished and  unbiased  i suppose your thick head wont get some minor points of etiquette that are required of a realworld editor given that you have won these allpowerful wikipedia edits   please also tell me if you are plain stupid or plain proamerican before reverting my changes in other words please stop vandalising my efforts at wikipedia
"`==No, you are== Patrick, I think we can all clearly see that you really are the uneducated ``fucker`` in this case.   `",threat,no you are patrick i think we can all clearly see that you really are the uneducated fucker in this case   
  you see that kid talking to me i hate him he never leaves me alone. i wish he would die.=,threat,  you see that kid talking to me i hate him he never leaves me alone i wish he would die
  I will fuck the whole wikipedia!!!,threat,  i will fuck the whole wikipedia
  == NOT a death threat ==  Not even a death wish (although I am looking forward to it). Possibly (probably) a grave desecration threat.   Quite happy to wait for him to die by whatever means Jehovah decides.   Please unblock me at once.     ,threat,   not a death threat   not even a death wish although i am looking forward to it possibly probably a grave desecration threat   quite happy to wait for him to die by whatever means jehovah decides   please unblock me at once     
Hey Muhandes why dont you get a life.   ,threat,hey muhandes why dont you get a life   
"`  :And finally, the ONLY reason I created the article here on Wikipedia, it's because I could link it to other Wikipedia articles, since it was about an animation, band, video game, cd album and cd single. But like I said before, screw this. It's because of losers so-called administrators like you AKA ``vandalism fighter wannabe`` that Wikipedia is full of nonsense articles with innacurate info. Pftt, can't bother with these weirdos. adieu.   `",threat,  and finally the only reason i created the article here on wikipedia its because i could link it to other wikipedia articles since it was about an animation band video game cd album and cd single but like i said before screw this its because of losers socalled administrators like you aka vandalism fighter wannabe that wikipedia is full of nonsense articles with innacurate info pftt cant bother with these weirdos adieu   
  == I'M A GOOFY GOOBER YEAH POOOOOOOOOOOOOO COMES OUT MY BUTT> ==  blahhhhhhhhhhhblahhhhhhhhhblahblahblah. grrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrr. growllllllllll. rawrrrrrrr shkiyss. grrrrOWLSSSSSSSSSSS. PPPPP yeeeeeeeaaahhhhhBOiiiiii. i just personally attackedd you. WHAT NOWWW!,threat,   im a goofy goober yeah poooooooooooooo comes out my butt   blahhhhhhhhhhhblahhhhhhhhhblahblahblah grrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrr growllllllllll rawrrrrrrr shkiyss grrrrowlsssssssssss ppppp yeeeeeeeaaahhhhhboiiiiii i just personally attackedd you what nowww
   YOU HAVE ABUSE LOGS THAT ARE LOGS OF ABUSE TO PAGES I HAVE NEVER EVEN POSTED TO WHAT TEH HELL IS GOING ON ALL I TRIED TO DO IS POST TO TEH SAM COUEP PAGE ITS A LIKN TO A VIDEO ON YOUTUBE WHY THE HELL CANT YOU EXPLAIN TO SOMEONE WHAT YOU ARE DOING WHEN YOU DO IT IF YOU REMOVE IT AND THEN LET ME REPOST EXACTLY THE SAME THING WHAT THE HELL AM I SUPPOSED TO THINK WHAT TEH HELL IS GOING ON YOUR SITE IS SO COMPLEX IT IS IMPOSSIBLE SIMPLIFY PLEASE? I CANNOT COMMUNICATE WITH TEH PEOPLE WHO HAVE REMOVED MY LINKS I CANNOT COMMUNICATE WITH ANYONE I GET 3% OF THE ADVERTISED CONNECTION SPEED DO YOU AHVE SHARES IN TELECOMMUNICATIONS COMPANIES ARE YOU JEWISH WHAT TEH FUCK IS GOING ON FOR GODS SAKE,threat,   you have abuse logs that are logs of abuse to pages i have never even posted to what teh hell is going on all i tried to do is post to teh sam couep page its a likn to a video on youtube why the hell cant you explain to someone what you are doing when you do it if you remove it and then let me repost exactly the same thing what the hell am i supposed to think what teh hell is going on your site is so complex it is impossible simplify please i cannot communicate with teh people who have removed my links i cannot communicate with anyone i get  of the advertised connection speed do you ahve shares in telecommunications companies are you jewish what teh fuck is going on for gods sake
"  == Why? == Why do you block some users, only by the fact of be suckpuppet, suckpuppet are in wikipedia but is not motif to block, you are a great stupid. –   ",threat,   why  why do you block some users only by the fact of be suckpuppet suckpuppet are in wikipedia but is not motif to block you are a great stupid –   
   YOUR A FUCKING FAGGOT YOU INTERNET THUG GET OFF FEDERLINES NUTS,threat,   your a fucking faggot you internet thug get off federlines nuts
" ::::::Shut up, NoCal. Whinging about BLP's and Blocks  be serious, you don't care about policy or procedure. You just want to see an American, Jewish, Pro-Israel genocide advocate portrayed as a rationalistic hero, because Israel makes your dick hard. You twisted individual.   ",threat, shut up nocal whinging about blps and blocks  be serious you dont care about policy or procedure you just want to see an american jewish proisrael genocide advocate portrayed as a rationalistic hero because israel makes your dick hard you twisted individual   
"` ::WTH? My own user page... go ``F-bomb`` yourself...  Free speech and all.  I was removing content from my page that was the result of TAUNTING by the other individual.  Please read WP:CIVIL... as per WP:NPA there is the statement of ``Using someone's affiliations as a means of dismissing or discrediting their views—regardless of whether said affiliations are mainstream.`` which my counterpart engaged in fairly often, attempting to establish a bogus COI in order to get my point of view rejected from the article.   `",threat, wth my own user page go fbomb yourself  free speech and all  i was removing content from my page that was the result of taunting by the other individual  please read wpcivil as per wpnpa there is the statement of using someones affiliations as a means of dismissing or discrediting their views—regardless of whether said affiliations are mainstream which my counterpart engaged in fairly often attempting to establish a bogus coi in order to get my point of view rejected from the article   
your a grade A asshole,threat,your a grade a asshole
"  my fucking point exactly. wikipedia should just give up, everyone knows people can just type whatever the fuck they want here.",threat,  my fucking point exactly wikipedia should just give up everyone knows people can just type whatever the fuck they want here
"`== RCN? ==  I'm violating RCN acceptable use policy?  Report me to RCN, do your worst...I've already placed my cancellation with them.  There will ALWAYS be a way around this.  It's a major flaw in Wikipedia.  Figure out a solution so you can ``get back to your serious work``.  BWAHAHAHAHAHLosers.   `",threat, rcn   im violating rcn acceptable use policy  report me to rcn do your worstive already placed my cancellation with them  there will always be a way around this  its a major flaw in wikipedia  figure out a solution so you can get back to your serious work  bwahahahahahlosers   
 == HOLY HELL MOTHER FUCKER SHIT KICKER PENIS LICKER== l;fjd;dsfl;kjasd;fj;jdsaf;lkjas;fdajdsf;safsd;f;sad;fa;dsfl;jsad   ,threat,  holy hell mother fucker shit kicker penis licker lfjddsflkjasdfjjdsaflkjasfdajdsfsafsdfsadfadsfljsad   
"    SHANES: There is no way I bow to the unjustice and comply to that arrogant bastard. That guy reverted my edition based on the fact he claimed arrogantly that his version was better than the others. Well......you better tell me if that was a resason good enough. ALSO, Why didn't he need to start a discussion before he changed the previous article while I am asked everytime to start a discussion to so-called defend my edition?! Why he wasn't asked to defend his action while I was called to defend my edition?! This is absolutely ridiculous and obviously, there is a double standard. This guy changes others edition for the sake of changing it. He only knows to mess around and stirs up trouble. I am just here to defend  my rights and not let it exploited by some troublemakers. By the way, I think I have better things to do but the only reason why I come back and persistently reverting it back to the changed version only because there is absolutely no justice. I don't want to accuse you but I think your handling is a very one-sided and biased.",threat,    shanes there is no way i bow to the unjustice and comply to that arrogant bastard that guy reverted my edition based on the fact he claimed arrogantly that his version was better than the others wellyou better tell me if that was a resason good enough also why didnt he need to start a discussion before he changed the previous article while i am asked everytime to start a discussion to socalled defend my edition why he wasnt asked to defend his action while i was called to defend my edition this is absolutely ridiculous and obviously there is a double standard this guy changes others edition for the sake of changing it he only knows to mess around and stirs up trouble i am just here to defend  my rights and not let it exploited by some troublemakers by the way i think i have better things to do but the only reason why i come back and persistently reverting it back to the changed version only because there is absolutely no justice i dont want to accuse you but i think your handling is a very onesided and biased
"  fuck you, cunt - contact whomever the fuck you want.",threat,  fuck you cunt  contact whomever the fuck you want
YOU ARE THE ONES WHO ARE THE BALL LICKERS,threat,you are the ones who are the ball lickers
"  == You are == Spastic guy, that don't want to roll over and do what I suggested moment ago....  ",threat,   you are  spastic guy that dont want to roll over and do what i suggested moment ago  
"     Go use your drugs, insignificant nobody. Eraser of Stalker Edits ",threat,     go use your drugs insignificant nobody eraser of stalker edits 
  == Before I revert the changes == I think that the commonscat box looks stupid.   carol ,threat,   before i revert the changes  i think that the commonscat box looks stupid   carol 
  == fdg ==  you like it in the ass huh?,threat,   fdg   you like it in the ass huh
  your a fucking bell end,threat,  your a fucking bell end
"  == Thanks a lot! ==  Thanks for deleting my article before I could finish it. I was using another page as a template and then you decided to vandalize my page, you nazi.",threat,   thanks a lot   thanks for deleting my article before i could finish it i was using another page as a template and then you decided to vandalize my page you nazi
  I have noticed you STILL haven't responded? I will file a formal protest since I have done my part of trying to work this out.  You have no answered my question of how this was harassment.  Please respond or the next message will be to report you   ,threat,  i have noticed you still havent responded i will file a formal protest since i have done my part of trying to work this out  you have no answered my question of how this was harassment  please respond or the next message will be to report you   
 hey antandrus your dead i will get u,threat, hey antandrus your dead i will get u
"  Lemme tell you sumpin', nigga. You are goin' down, ma friend. Flying dicks will ultimately get you. No place will be safe for you on wikipedia. The hunt has started and you, you will soon fall. By the way, ever thought of removing that awful picture on your userpage? I hope that dirty, black figure doesn't depicts you. anyway, hwang rulz.",threat,  lemme tell you sumpin nigga you are goin down ma friend flying dicks will ultimately get you no place will be safe for you on wikipedia the hunt has started and you you will soon fall by the way ever thought of removing that awful picture on your userpage i hope that dirty black figure doesnt depicts you anyway hwang rulz
"`  ==THE BIGGEST BARNSTAR UP YOUR ASS==  HI, you ENDIAN motherfucker,son of a bitch shoot yourself in the head and things will be back to normal again ,this will be your biggest service to humanity .thanks in advance  yours ``WORSE NIHGTMARE``. ==THE BIGGEST BARNSTAR UP YOUR ASS==`",threat,  the biggest barnstar up your ass  hi you endian motherfuckerson of a bitch shoot yourself in the head and things will be back to normal again this will be your biggest service to humanity thanks in advance  yours worse nihgtmare the biggest barnstar up your ass
"  *For the record, I don't know who 24.30.67.158 is.  It is clearly not the same person as 69.219.53.58.  David, you are wrong.  Open input is not allowed by this little gang, and you would not appreciate harassment would you? If you agree with these people then you have not studied the situation fully.  They are deletionists.    ",threat,  for the record i dont know who  is  it is clearly not the same person as   david you are wrong  open input is not allowed by this little gang and you would not appreciate harassment would you if you agree with these people then you have not studied the situation fully  they are deletionists    
 ::: Yeah keep warning those bad vandals you crazy motherfucker!!!   ,threat,  yeah keep warning those bad vandals you crazy motherfucker   
")  :::::There will allways be assholes who hate.  I don't think we'll ever be free from it.  Decent people need to expose and repudiate hate where-ever we find it.  It's not a white thing or black thing - it's a human thing.  There are hatefull people of all races, religions, philosophies, etc. Graft, I disagree with you in that changing the power structure is not going to eliminate hate or anger.   (UTC",threat,  there will allways be assholes who hate  i dont think well ever be free from it  decent people need to expose and repudiate hate whereever we find it  its not a white thing or black thing  its a human thing  there are hatefull people of all races religions philosophies etc graft i disagree with you in that changing the power structure is not going to eliminate hate or anger   utc
"  == Mind your own business ==  And stop changing messages to others that are not directed at you. Wikipedia is already a scam, do not contribute to it.   ",threat,   mind your own business   and stop changing messages to others that are not directed at you wikipedia is already a scam do not contribute to it   
"`  == Sweepy Status ==  Who the fuck made you in charge? Really. I created the page but after hours, although a page reviewer (if you want to look that's Zeus) reviewed it my article has deleted by ``walks the street so mean`` Littlecarmen stating that both have their own articles. So Mr. So-Called In Charge would you like to show me what to do? 'Cause apparently I can't create a page and thanks your master sweeping skills which seems extremely exclusive to you I can't add them here. So stop bitching, grow a pear and tell me how to please you both. Any advises. You seem a master because. God.`",threat,   sweepy status   who the fuck made you in charge really i created the page but after hours although a page reviewer if you want to look thats zeus reviewed it my article has deleted by walks the street so mean littlecarmen stating that both have their own articles so mr socalled in charge would you like to show me what to do cause apparently i cant create a page and thanks your master sweeping skills which seems extremely exclusive to you i cant add them here so stop bitching grow a pear and tell me how to please you both any advises you seem a master because god
"   ==I feel sorry for you, small penised foreign dog! Defending absolute scum like Mao, Jiang, and Deng ensures you are a brainwashed fag lost in China's past.==  It will take 200 years before Chinese people from the Mainland become clean, respectable, wise human beings.  Right now they are money worshipping slaves whose minds are lost to propaganda and distorted logic.  How sad! Such a great civilization destroyed by a band of gangsters!  ",threat,   i feel sorry for you small penised foreign dog defending absolute scum like mao jiang and deng ensures you are a brainwashed fag lost in chinas past  it will take  years before chinese people from the mainland become clean respectable wise human beings  right now they are money worshipping slaves whose minds are lost to propaganda and distorted logic  how sad such a great civilization destroyed by a band of gangsters  
"  angeles city is not like cambodia or vietnam have a killings fields, who are to said than about the killings fields in angeles where did u get than story.. u insult the people of angeles city, we the kapampangang we don't have a killings fields here in angeles city. go to angeles check yourselffffff o.k isulat lang ang katotohanan samahan kapampangang!!!!  ",threat,  angeles city is not like cambodia or vietnam have a killings fields who are to said than about the killings fields in angeles where did u get than story u insult the people of angeles city we the kapampangang we dont have a killings fields here in angeles city go to angeles check yourselffffff ok isulat lang ang katotohanan samahan kapampangang  
"This is an american based sight. If you don't like it start another website. No one here is under any obligation to be politically correct. If your feelings are that sensitive, leave!  ",threat,this is an american based sight if you dont like it start another website no one here is under any obligation to be politically correct if your feelings are that sensitive leave  
    D'Souza is a closeted homosexual. Proof can be found HERE: http://www.gayforpay.com  ,threat,    dsouza is a closeted homosexual proof can be found here   
` ::Like i give two shits right now. `,threat, like i give two shits right now 
 on how crap you talk,threat, on how crap you talk
" ** You have no valid reasons other than self-promotion (which is not valid for a Christian). A Christian puts on the whole armor of God, and does not rely on subterfuges and deceptions like sock puppets. You are without excuse, and you are very far from God.",threat,  you have no valid reasons other than selfpromotion which is not valid for a christian a christian puts on the whole armor of god and does not rely on subterfuges and deceptions like sock puppets you are without excuse and you are very far from god
 ::@ I say; fucking bring it on; you've over stepped the 3RR which you was recently blocked from so if I get blocked; I sure as hell will take yo' ass down as well   ,threat,  i say fucking bring it on youve over stepped the  which you was recently blocked from so if i get blocked i sure as hell will take yo ass down as well   
` well guess what.. your both wrong. i am famous in my country! it is called by you Israel! and your news is filtered. I` am called ``The Messiah of the Jews`` got it? if not i will send a fire hot 666 your way. (Y)`,threat, well guess what your both wrong i am famous in my country it is called by you israel and your news is filtered i am called the messiah of the jews got it if not i will send a fire hot  your way y
This user is busy in molesting his own mother.   ,threat,this user is busy in molesting his own mother   
"  Orangemike your a piece of shit! This website is a joke! I did not write any advertisements about my business, it was no different from other pages. Fuck you Orangemike",threat,  orangemike your a piece of shit this website is a joke i did not write any advertisements about my business it was no different from other pages fuck you orangemike
  == i am not a vandal... ==  ...you ignorant narrow-eyed creature.,threat,   i am not a vandal   you ignorant narroweyed creature
"  Hahaha, that is very true. Except the elitists on this site are asskissing morons.",threat,  hahaha that is very true except the elitists on this site are asskissing morons
"well hes an idiot, he removed my edits for no reason even though they were correct  ",threat,well hes an idiot he removed my edits for no reason even though they were correct  
"  == Your idiocy. ==  Please refrain from making idiotic reverts, such as the ones you make every day to this encyclopedia. Further vandalism may result in blocks to your account. Think about making Wikipedia better, as opposed to destroying work of fellow editors. Thank you.   ",threat,   your idiocy   please refrain from making idiotic reverts such as the ones you make every day to this encyclopedia further vandalism may result in blocks to your account think about making wikipedia better as opposed to destroying work of fellow editors thank you   
  Thanks to the kind user who put this but forgot to put their name. I guess they are a coward.,threat,  thanks to the kind user who put this but forgot to put their name i guess they are a coward
"  You don't know the fucking Jews, you stupid fucking wog.",threat,  you dont know the fucking jews you stupid fucking wog
 ::It must suck to be you then.,threat, it must suck to be you then
  == OK! ==  IM GOING TO VANDALIZE WILD ONES WIKI THEN!!!   ,threat,   ok   im going to vandalize wild ones wiki then   
  go fuck yourself too you fucking piece of shit! block me! as if i gave a shit! fuck wikipedia! D,threat,  go fuck yourself too you fucking piece of shit block me as if i gave a shit fuck wikipedia d
"   FUCK YOU, GO SUCK SOME DOG COCK! YOU FUCKING DICK LICKERS!",threat,   fuck you go suck some dog cock you fucking dick lickers
 Criss Angel is a cocksucker,threat, criss angel is a cocksucker
"  == Hello ==  go fuck yourself, kid.  Adults are talking.    ",threat,   hello   go fuck yourself kid  adults are talking    
"  == Our gay leader ==  Yamla, Gay niggers of saturn and jupiter are hailing your name and your wide butt the size of the city of paris",threat,   our gay leader   yamla gay niggers of saturn and jupiter are hailing your name and your wide butt the size of the city of paris
"  Bwilkins, shut the f*** up, I'm done talking with your sorry a**.  Want notability? Will this do A**hole?  http://www.onlinenewspapers.com/usstate/uscalifo.htm  http://www.antelopevalleyhaunts.com/avhauntsmeetsavnews.htm  http://lancastermoah.org/downloads/av-news-today-online-2-6-12-campognone-looks-to-put-impressive-stamp-on-moah.pdf  http://www.avhidesert.com/forum/showthread.php?tid=1710  Well, what's the next BS reason you're going to toss at me Adolph Hitler (aka Bwilkins)????",threat,  bwilkins shut the f up im done talking with your sorry a  want notability will this do ahole          well whats the next bs reason youre going to toss at me adolph hitler aka bwilkins
